"HPI for Three-Digit ZIP Codes (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,
,,,,,,
"* These annual ZIP3 indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. As discussed in the Working Paper 16-01, in cases where sample sizes are small for the three-digit ZIP Code area, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect the native three-digit ZIP index, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the first three digits of the ZIP code, Column B is the year, Column C is the annual change, Column D is the index value with a base of 100 when first recorded, Column E is the index value with a base of 100 in 1990, and Column F is the index value with a base of 100 in 2000. If a ZIP3 HPI has a missing value in Column D in 1990 or 2000 then the ZIP3 HPI will have blank values in Column E or F, respectively.",,,,,,
"** For tracking and feedback purposes, please cite Working Paper 16-01 when using these data. A suggested form is: Bogin, A., Doerner, W. and Larson, W. (2016). Local House Price Dynamics: New Indices and Stylized Facts. Federal Housing Finance Agency, Working Paper 16-01. The working paper is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,
"Last updated: February 23, 2017.",,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,
Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
602,2016,3.12,468.48,210.84,138.98,
603,1975,.,100.00,27.00,15.79,
603,1976,6.51,106.51,28.75,16.82,
603,1977,26.33,134.56,36.32,21.25,
603,1978,20.38,161.98,43.73,25.58,
603,1979,5.40,170.73,46.09,26.97,
603,1980,2.75,175.43,47.36,27.71,
603,1981,5.68,185.39,50.05,29.28,
603,1982,0.82,186.91,50.46,29.52,
603,1983,7.20,200.37,54.09,31.65,
603,1984,7.27,214.94,58.02,33.95,
603,1985,6.69,229.32,61.91,36.22,
603,1986,7.14,245.69,66.33,38.81,
603,1987,11.66,274.34,74.06,43.33,
603,1988,18.16,324.18,87.51,51.20,
603,1989,9.81,355.98,96.10,56.23,
603,1990,4.06,370.43,100.00,58.51,
603,1991,4.81,388.24,104.81,61.32,
603,1992,3.73,402.72,108.72,63.61,
603,1993,3.05,415.00,112.03,65.55,
603,1994,2.73,426.32,115.09,67.34,
603,1995,3.27,440.25,118.85,69.54,
603,1996,2.93,453.16,122.33,71.58,
603,1997,4.80,474.91,128.20,75.01,
603,1998,5.13,499.27,134.78,78.86,
603,1999,9.12,544.81,147.07,86.05,
603,2000,16.21,633.12,170.91,100.00,
603,2001,9.59,693.85,187.31,109.59,
603,2002,9.39,758.98,204.89,119.88,
603,2003,5.65,801.86,216.47,126.65,
603,2004,9.82,880.60,237.72,139.09,
603,2005,9.98,968.44,261.44,152.96,
603,2006,6.84,1034.65,279.31,163.42,
603,2007,1.16,1046.63,282.55,165.31,
603,2008,-2.60,1019.44,275.21,161.02,
603,2009,-6.41,954.06,257.56,150.69,
603,2010,-6.13,895.57,241.76,141.45,
603,2011,-4.70,853.43,230.39,134.80,
603,2012,-1.30,842.32,227.39,133.04,
603,2013,1.94,858.69,231.81,135.63,
603,2014,5.15,902.90,243.74,142.61,
603,2015,2.41,924.67,249.62,146.05,
603,2016,4.65,967.67,261.23,152.84,
604,1975,.,100.00,43.55,32.25,
604,1976,3.27,103.27,44.98,33.30,
604,1977,16.71,120.53,52.49,38.86,
604,1978,13.57,136.89,59.62,44.14,
604,1979,7.58,147.26,64.14,47.48,
604,1980,6.81,157.29,68.51,50.72,
604,1981,2.11,160.61,69.95,51.79,
604,1982,-9.22,145.81,63.51,47.02,
604,1983,4.65,152.59,66.46,49.20,
604,1984,3.68,158.21,68.91,51.02,
604,1985,2.05,161.46,70.32,52.06,
604,1986,5.05,169.62,73.88,54.69,
604,1987,7.86,182.96,79.68,59.00,
604,1988,10.24,201.69,87.84,65.04,
604,1989,7.89,217.61,94.78,70.17,
604,1990,5.51,229.60,100.00,74.04,
604,1991,3.99,238.75,103.99,76.99,
604,1992,3.05,246.04,107.16,79.34,
604,1993,3.51,254.67,110.92,82.12,
604,1994,3.02,262.35,114.27,84.60,
604,1995,3.83,272.41,118.65,87.84,
604,1996,2.74,279.88,121.90,90.25,
604,1997,2.29,286.30,124.69,92.32,
604,1998,1.66,291.06,126.77,93.85,
604,1999,1.89,296.57,129.17,95.63,
604,2000,4.57,310.12,135.07,100.00,
604,2001,4.86,325.20,141.64,104.86,
604,2002,4.85,340.97,148.51,109.95,
604,2003,3.55,353.08,153.78,113.85,
604,2004,8.38,382.68,166.67,123.40,
604,2005,10.24,421.86,183.74,136.03,
604,2006,6.96,451.24,196.53,145.50,
604,2007,1.73,459.05,199.94,148.02,
604,2008,-4.60,437.92,190.73,141.21,
604,2009,-9.91,394.53,171.83,127.22,
604,2010,-8.33,361.67,157.52,116.62,
604,2011,-7.55,334.36,145.63,107.82,
604,2012,-6.09,314.01,136.76,101.25,
604,2013,0.10,314.32,136.90,101.36,
604,2014,4.38,328.10,142.90,105.80,
604,2015,2.76,337.16,146.85,108.72,
604,2016,3.00,347.27,151.25,111.98,
605,1975,.,100.00,38.54,27.19,
605,1976,7.41,107.41,41.39,29.20,
605,1977,10.89,119.11,45.90,32.38,
605,1978,13.95,135.72,52.30,36.90,
605,1979,8.58,147.36,56.79,40.06,
605,1980,4.13,153.45,59.14,41.72,
605,1981,8.52,166.52,64.18,45.27,
605,1982,-2.18,162.89,62.77,44.28,
605,1983,-0.73,161.70,62.32,43.96,
605,1984,6.41,172.05,66.31,46.77,
605,1985,4.32,179.48,69.17,48.79,
605,1986,5.75,189.79,73.14,51.60,
605,1987,9.26,207.38,79.92,56.38,
605,1988,12.18,232.64,89.66,63.25,
605,1989,7.73,250.62,96.59,68.13,
605,1990,3.53,259.48,100.00,70.54,
605,1991,2.56,266.11,102.56,72.35,
605,1992,2.51,272.80,105.13,74.16,
605,1993,2.42,279.41,107.68,75.96,
605,1994,3.37,288.84,111.32,78.52,
605,1995,4.10,300.67,115.87,81.74,
605,1996,2.25,307.44,118.49,83.58,
605,1997,3.00,316.67,122.04,86.09,
605,1998,2.34,324.09,124.90,88.11,
605,1999,4.60,339.00,130.65,92.16,
605,2000,8.50,367.83,141.76,100.00,
605,2001,5.52,388.13,149.58,105.52,
605,2002,5.73,410.38,158.16,111.57,
605,2003,3.81,426.01,164.18,115.82,
605,2004,8.14,460.67,177.54,125.24,
605,2005,10.08,507.10,195.43,137.86,
605,2006,6.35,539.32,207.85,146.62,
605,2007,1.06,545.03,210.05,148.17,
605,2008,-3.33,526.86,203.05,143.23,
605,2009,-9.13,478.76,184.51,130.16,
605,2010,-6.93,445.59,171.73,121.14,
605,2011,-5.44,421.36,162.39,114.55,
605,2012,-3.23,407.76,157.15,110.85,
605,2013,1.95,415.72,160.21,113.02,
605,2014,5.67,439.30,169.30,119.43,
605,2015,2.74,451.32,173.93,122.70,
605,2016,2.63,463.21,178.52,125.93,
606,1975,.,100.00,35.89,22.24,
606,1976,7.98,107.98,38.76,24.02,
606,1977,13.11,122.14,43.84,27.17,
606,1978,14.84,140.26,50.35,31.20,
606,1979,8.39,152.03,54.57,33.82,
606,1980,1.75,154.69,55.53,34.41,
606,1981,6.26,164.37,59.00,36.56,
606,1982,-4.90,156.31,56.11,34.77,
606,1983,8.37,169.40,60.80,37.68,
606,1984,4.80,177.52,63.72,39.49,
606,1985,4.04,184.69,66.29,41.08,
606,1986,5.77,195.34,70.12,43.45,
606,1987,7.77,210.51,75.56,46.83,
606,1988,12.52,236.86,85.02,52.69,
606,1989,10.01,260.57,93.53,57.96,
606,1990,6.92,278.60,100.00,61.97,
606,1991,4.75,291.82,104.75,64.91,
606,1992,3.71,302.64,108.63,67.32,
606,1993,3.22,312.40,112.13,69.49,
606,1994,2.68,320.77,115.14,71.35,
606,1995,3.90,333.28,119.63,74.14,
606,1996,4.27,347.51,124.74,77.30,
606,1997,4.31,362.49,130.11,80.63,
606,1998,3.83,376.36,135.09,83.72,
606,1999,6.42,400.53,143.77,89.09,
606,2000,12.24,449.56,161.37,100.00,
606,2001,7.91,485.12,174.13,107.91,
606,2002,7.39,520.99,187.01,115.89,
606,2003,5.18,547.98,196.69,121.89,
606,2004,10.81,607.21,217.95,135.07,
606,2005,12.33,682.06,244.82,151.72,
606,2006,8.66,741.11,266.02,164.85,
606,2007,1.68,753.59,270.50,167.63,
606,2008,-5.53,711.91,255.54,158.36,
606,2009,-12.88,620.21,222.62,137.96,
606,2010,-9.23,562.95,202.07,125.22,
606,2011,-7.30,521.85,187.31,116.08,
606,2012,-4.03,500.84,179.77,111.41,
606,2013,1.61,508.93,182.68,113.21,
606,2014,6.96,544.33,195.38,121.08,
606,2015,4.22,567.30,203.63,126.19,
606,2016,3.93,589.57,211.62,131.14,
607,1975,.,100.00,34.18,22.57,
607,1976,18.37,118.37,40.46,26.71,
607,1977,6.16,125.65,42.95,28.36,
607,1978,21.85,153.11,52.33,34.55,
607,1979,3.45,158.40,54.14,35.74,
607,1980,3.95,164.66,56.28,37.16,
607,1981,-3.86,158.30,54.11,35.72,
607,1982,8.07,171.07,58.47,38.60,
607,1983,2.51,175.36,59.94,39.57,
607,1984,3.95,182.30,62.31,41.14,
607,1985,4.65,190.79,65.21,43.05,
607,1986,9.39,208.71,71.34,47.10,
607,1987,8.10,225.61,77.12,50.91,
607,1988,14.56,258.47,88.35,58.33,
607,1989,7.74,278.46,95.18,62.84,
607,1990,5.06,292.56,100.00,66.02,
607,1991,3.53,302.89,103.53,68.35,
607,1992,2.66,310.93,106.28,70.17,
607,1993,3.46,321.69,109.96,72.59,
607,1994,1.99,328.11,112.15,74.04,
607,1995,4.38,342.47,117.06,77.28,
607,1996,2.98,352.67,120.55,79.58,
607,1997,3.60,365.37,124.89,82.45,
607,1998,3.28,377.36,128.99,85.16,
607,1999,5.03,396.33,135.47,89.44,
607,2000,11.81,443.14,151.47,100.00,
607,2001,8.55,481.05,164.43,108.55,
607,2002,8.10,519.99,177.74,117.34,
607,2003,5.43,548.23,187.39,123.71,
607,2004,10.14,603.80,206.39,136.25,
607,2005,12.96,682.04,233.13,153.91,
607,2006,7.09,730.41,249.66,164.82,
607,2007,1.41,740.69,253.18,167.14,
607,2008,-8.19,680.02,232.44,153.45,
607,2009,-14.90,578.67,197.80,130.58,
607,2010,-11.63,511.39,174.80,115.40,
607,2011,-8.03,470.31,160.76,106.13,
607,2012,-5.06,446.52,152.63,100.76,
607,2013,3.30,461.26,157.67,104.09,
607,2014,8.63,501.08,171.27,113.07,
607,2015,3.76,519.90,177.71,117.32,
607,2016,5.97,550.94,188.32,124.33,
608,1975,.,100.00,44.18,31.50,
608,1976,2.08,102.08,45.10,32.15,
608,1977,21.67,124.21,54.88,39.12,
608,1978,12.68,139.95,61.84,44.08,
608,1979,4.25,145.91,64.47,45.96,
608,1980,3.79,151.44,66.91,47.70,
608,1981,-2.97,146.95,64.93,46.29,
608,1982,-10.29,131.83,58.24,41.52,
608,1983,15.28,151.97,67.15,47.87,
608,1984,4.78,159.24,70.36,50.16,
608,1985,0.40,159.88,70.64,50.36,
608,1986,6.14,169.70,74.98,53.45,
608,1987,5.29,178.68,78.95,56.28,
608,1988,9.93,196.42,86.78,61.87,
608,1989,7.33,210.81,93.14,66.40,
608,1990,7.36,226.33,100.00,71.29,
608,1991,7.18,242.57,107.18,76.41,
608,1992,3.96,252.18,111.42,79.43,
608,1993,5.00,264.80,117.00,83.41,
608,1994,0.70,266.65,117.82,83.99,
608,1995,4.98,279.94,123.69,88.18,
608,1996,-0.41,278.78,123.17,87.81,
608,1997,4.20,290.48,128.34,91.50,
608,1998,2.17,296.78,131.13,93.48,
608,1999,2.23,303.40,134.05,95.57,
608,2000,4.64,317.48,140.27,100.00,
608,2001,6.73,338.84,149.71,106.73,
608,2002,5.47,357.38,157.90,112.57,
608,2003,6.77,381.57,168.59,120.19,
608,2004,11.10,423.91,187.30,133.53,
608,2005,11.48,472.58,208.80,148.85,
608,2006,8.24,511.50,226.00,161.11,
608,2007,1.96,521.50,230.42,164.26,
608,2008,-5.63,492.16,217.45,155.02,
608,2009,-14.61,420.24,185.67,132.37,
608,2010,-10.54,375.95,166.11,118.42,
608,2011,-7.65,347.19,153.40,109.36,
608,2012,-8.52,317.60,140.33,100.04,
608,2013,-1.33,313.39,138.47,98.71,
608,2014,2.72,321.91,142.23,101.40,
608,2015,8.33,348.72,154.07,109.84,
608,2016,2.12,356.11,157.34,112.17,
609,1979,.,100.00,77.65,53.00,
609,1980,-2.01,97.99,76.10,51.93,
609,1981,-29.75,68.84,53.46,36.48,
609,1982,36.62,94.05,73.04,49.84,
609,1983,4.15,97.96,76.07,51.91,
609,1984,-4.28,93.76,72.81,49.69,
609,1985,-4.00,90.01,69.90,47.70,
609,1986,7.48,96.74,75.13,51.27,
609,1987,3.20,99.84,77.53,52.91,
609,1988,8.44,108.26,84.07,57.37,
609,1989,8.34,117.29,91.09,62.16,
609,1990,9.79,128.77,100.00,68.25,
609,1991,7.01,137.80,107.01,73.03,
609,1992,3.61,142.77,110.87,75.66,
609,1993,4.59,149.32,115.95,79.13,
609,1994,5.38,157.35,122.19,83.39,
609,1995,5.73,166.38,129.20,88.17,
609,1996,4.37,173.65,134.85,92.03,
609,1997,2.19,177.46,137.81,94.05,
609,1998,1.47,180.07,139.83,95.43,
609,1999,2.36,184.33,143.14,97.69,
609,2000,2.37,188.69,146.53,100.00,
609,2001,2.83,194.03,150.67,102.83,
609,2002,1.49,196.91,152.91,104.36,
609,2003,2.00,200.86,155.98,106.45,
609,2004,5.25,211.40,164.16,112.04,
609,2005,7.42,227.09,176.34,120.35,
609,2006,6.41,241.65,187.65,128.07,
609,2007,2.98,248.84,193.24,131.88,
609,2008,-0.44,247.74,192.38,131.29,
609,2009,-2.89,240.58,186.82,127.50,
609,2010,-4.70,229.27,178.04,121.51,
609,2011,-2.99,222.41,172.71,117.87,
609,2012,-5.57,210.02,163.09,111.30,
609,2013,0.23,210.51,163.47,111.56,
609,2014,-1.36,207.64,161.24,110.04,
609,2015,1.61,210.99,163.85,111.82,
609,2016,1.97,215.15,167.08,114.02,
610,1975,.,100.00,48.69,33.98,
610,1976,14.34,114.34,55.67,38.85,
610,1977,14.71,131.16,63.86,44.57,
610,1978,5.69,138.62,67.49,47.10,
610,1979,11.29,154.26,75.11,52.42,
610,1980,6.60,164.44,80.06,55.88,
610,1981,7.79,177.25,86.30,60.23,
610,1982,-6.93,164.97,80.32,56.06,
610,1983,-4.90,156.88,76.38,53.31,
610,1984,5.57,165.61,80.63,56.28,
610,1985,1.95,168.85,82.21,57.38,
610,1986,1.40,171.22,83.36,58.18,
610,1987,1.33,173.49,84.47,58.95,
610,1988,5.38,182.82,89.01,62.12,
610,1989,6.61,194.91,94.90,66.23,
610,1990,5.38,205.39,100.00,69.79,
610,1991,4.31,214.24,104.31,72.80,
610,1992,2.68,219.99,107.11,74.75,
610,1993,2.60,225.71,109.89,76.70,
610,1994,7.52,242.69,118.16,82.47,
610,1995,6.81,259.22,126.21,88.08,
610,1996,3.69,268.78,130.86,91.33,
610,1997,2.89,276.55,134.64,93.97,
610,1998,1.08,279.52,136.09,94.98,
610,1999,2.25,285.80,139.15,97.12,
610,2000,2.97,294.29,143.28,100.00,
610,2001,2.48,301.57,146.83,102.48,
610,2002,1.33,305.60,148.79,103.84,
610,2003,1.05,308.79,150.34,104.93,
610,2004,4.69,323.27,157.39,109.85,
610,2005,6.84,345.39,168.16,117.36,
610,2006,5.30,363.68,177.07,123.58,
610,2007,2.38,372.34,181.28,126.52,
610,2008,-1.20,367.89,179.12,125.01,
610,2009,-4.14,352.67,171.70,119.84,
610,2010,-5.56,333.05,162.15,113.17,
610,2011,-4.62,317.65,154.66,107.94,
610,2012,-3.33,307.07,149.51,104.35,
610,2013,-1.10,303.70,147.87,103.20,
610,2014,-0.75,301.44,146.76,102.43,
610,2015,1.62,306.31,149.14,104.09,
610,2016,2.03,312.53,152.16,106.20,
611,1975,.,100.00,48.11,37.79,
611,1976,19.21,119.21,57.36,45.05,
611,1977,5.47,125.74,60.50,47.52,
611,1978,15.92,145.75,70.13,55.08,
611,1979,10.43,160.94,77.44,60.83,
611,1980,4.91,168.85,81.24,63.82,
611,1981,-0.24,168.45,81.05,63.66,
611,1982,-1.32,166.23,79.98,62.82,
611,1983,0.60,167.23,80.46,63.20,
611,1984,0.68,168.37,81.01,63.63,
611,1985,1.16,170.32,81.95,64.37,
611,1986,3.19,175.75,84.56,66.42,
611,1987,2.59,180.30,86.75,68.14,
611,1988,2.90,185.53,89.27,70.12,
611,1989,6.45,197.49,95.02,74.64,
611,1990,5.24,207.84,100.00,78.55,
611,1991,3.43,214.96,103.43,81.24,
611,1992,2.32,219.94,105.82,83.12,
611,1993,2.30,225.00,108.25,85.03,
611,1994,3.37,232.57,111.90,87.90,
611,1995,4.22,242.40,116.63,91.61,
611,1996,2.33,248.04,119.34,93.74,
611,1997,0.36,248.94,119.77,94.08,
611,1998,1.88,253.62,122.02,95.85,
611,1999,1.32,256.96,123.63,97.11,
611,2000,2.97,264.59,127.31,100.00,
611,2001,3.12,272.84,131.27,103.12,
611,2002,1.94,278.13,133.82,105.12,
611,2003,1.78,283.09,136.20,106.99,
611,2004,5.75,299.37,144.04,113.14,
611,2005,6.13,317.71,152.86,120.07,
611,2006,4.61,332.36,159.91,125.61,
611,2007,2.61,341.04,164.09,128.89,
611,2008,-1.62,335.50,161.42,126.80,
611,2009,-4.39,320.76,154.33,121.23,
611,2010,-6.34,300.44,144.55,113.55,
611,2011,-6.50,280.91,135.16,106.17,
611,2012,-5.80,264.63,127.32,100.01,
611,2013,-4.30,253.24,121.84,95.71,
611,2014,-3.05,245.52,118.13,92.79,
611,2015,2.13,250.74,120.64,94.76,
611,2016,2.84,257.87,124.07,97.46,
612,1975,.,100.00,69.85,43.15,
612,1976,18.18,118.18,82.55,50.99,
612,1977,4.16,123.09,85.99,53.11,
612,1978,12.03,137.91,96.33,59.50,
612,1979,4.47,144.07,100.64,62.16,
612,1980,6.74,153.78,107.42,66.35,
612,1981,-1.12,152.05,106.21,65.61,
612,1982,-5.25,144.06,100.64,62.16,
612,1983,3.57,149.21,104.23,64.38,
612,1984,4.84,156.43,109.27,67.49,
612,1985,-19.54,125.86,87.92,54.30,
612,1986,3.00,129.63,90.55,55.93,
612,1987,-2.36,126.57,88.42,54.61,
612,1988,0.42,127.11,88.79,54.84,
612,1989,5.59,134.21,93.76,57.91,
612,1990,6.66,143.15,100.00,61.77,
612,1991,5.56,151.12,105.56,65.20,
612,1992,3.54,156.47,109.30,67.51,
612,1993,4.67,163.78,114.41,70.67,
612,1994,6.57,174.53,121.92,75.31,
612,1995,6.40,185.70,129.72,80.13,
612,1996,4.58,194.20,135.66,83.79,
612,1997,5.70,205.26,143.38,88.56,
612,1998,3.22,211.87,148.00,91.41,
612,1999,4.75,221.92,155.02,95.75,
612,2000,4.43,231.76,161.90,100.00,
612,2001,4.81,242.92,169.69,104.81,
612,2002,2.49,248.96,173.91,107.42,
612,2003,2.29,254.64,177.88,109.87,
612,2004,4.02,264.88,185.03,114.29,
612,2005,4.97,278.04,194.23,119.97,
612,2006,2.65,285.41,199.37,123.15,
612,2007,2.22,291.76,203.81,125.89,
612,2008,0.81,294.11,205.45,126.90,
612,2009,-0.88,291.51,203.63,125.78,
612,2010,-0.79,289.19,202.01,124.78,
612,2011,-0.37,288.11,201.26,124.31,
612,2012,-0.88,285.57,199.49,123.22,
612,2013,0.79,287.82,201.06,124.19,
612,2014,-0.03,287.73,200.99,124.15,
612,2015,0.91,290.35,202.82,125.28,
612,2016,3.03,299.14,208.96,129.07,
613,1977,.,100.00,82.49,54.72,
613,1978,-11.96,88.04,72.63,48.17,
613,1979,18.17,104.04,85.83,56.93,
613,1980,-19.28,83.98,69.28,45.95,
613,1981,4.36,87.64,72.30,47.96,
613,1982,14.55,100.39,82.82,54.93,
613,1983,-4.96,95.41,78.71,52.21,
613,1984,4.74,99.93,82.44,54.68,
613,1985,6.16,106.09,87.52,58.05,
613,1986,-3.71,102.15,84.27,55.90,
613,1987,0.43,102.60,84.64,56.14,
613,1988,-1.04,101.53,83.76,55.56,
613,1989,12.85,114.58,94.52,62.69,
613,1990,5.80,121.22,100.00,66.33,
613,1991,6.06,128.56,106.06,70.35,
613,1992,3.61,133.20,109.88,72.89,
613,1993,5.07,139.96,115.46,76.58,
613,1994,1.83,142.52,117.57,77.99,
613,1995,11.19,158.47,130.73,86.71,
613,1996,2.99,163.22,134.64,89.31,
613,1997,4.34,170.29,140.48,93.18,
613,1998,1.76,173.30,142.96,94.82,
613,1999,1.13,175.25,144.57,95.89,
613,2000,4.28,182.76,150.76,100.00,
613,2001,4.20,190.44,157.10,104.20,
613,2002,1.84,193.95,160.00,106.13,
613,2003,1.66,197.16,162.65,107.88,
613,2004,5.22,207.46,171.14,113.52,
613,2005,5.66,219.19,180.82,119.94,
613,2006,5.71,231.70,191.14,126.78,
613,2007,1.97,236.26,194.90,129.28,
613,2008,-0.46,235.17,194.00,128.68,
613,2009,-3.00,228.12,188.18,124.82,
613,2010,-3.95,219.12,180.76,119.90,
613,2011,-4.51,209.23,172.61,114.49,
613,2012,-2.72,203.55,167.91,111.38,
613,2013,-1.43,200.64,165.52,109.79,
613,2014,1.68,204.02,168.31,111.64,
613,2015,1.31,206.70,170.52,113.10,
613,2016,1.39,209.58,172.89,114.68,
614,1975,.,100.00,67.09,40.45,
614,1976,18.30,118.30,79.37,47.85,
614,1977,13.98,134.84,90.47,54.54,
614,1978,15.47,155.71,104.47,62.98,
614,1979,4.45,162.64,109.11,65.78,
614,1980,-14.60,138.89,93.18,56.18,
614,1981,.,.,.,.,
614,1982,.,.,.,.,
614,1983,.,133.12,89.31,53.84,
614,1984,-3.23,128.82,86.43,52.10,
614,1985,6.15,136.74,91.74,55.31,
614,1986,-4.57,130.49,87.55,52.78,
614,1987,5.34,137.46,92.23,55.60,
614,1988,-0.25,137.12,92.00,55.46,
614,1989,2.46,140.49,94.26,56.83,
614,1990,6.09,149.05,100.00,60.29,
614,1991,6.59,158.88,106.59,64.26,
614,1992,3.42,164.32,110.24,66.46,
614,1993,4.81,172.23,115.55,69.66,
614,1994,5.10,181.00,121.44,73.21,
614,1995,7.61,194.78,130.68,78.78,
614,1996,4.42,203.40,136.46,82.27,
614,1997,5.26,214.09,143.64,86.60,
614,1998,4.41,223.53,149.97,90.41,
614,1999,4.24,233.00,156.33,94.24,
614,2000,6.11,247.23,165.87,100.00,
614,2001,2.60,253.67,170.19,102.60,
614,2002,2.03,258.82,173.64,104.69,
614,2003,-0.22,258.24,173.26,104.45,
614,2004,0.41,259.30,173.97,104.88,
614,2005,4.04,269.76,180.99,109.11,
614,2006,4.84,282.81,189.74,114.39,
614,2007,2.90,291.01,195.25,117.71,
614,2008,0.48,292.42,196.19,118.28,
614,2009,-0.54,290.86,195.14,117.64,
614,2010,0.83,293.27,196.76,118.62,
614,2011,-1.33,289.37,194.14,117.04,
614,2012,1.27,293.04,196.61,118.53,
614,2013,-0.24,292.35,196.14,118.25,
614,2014,0.49,293.78,197.10,118.83,
614,2015,1.42,297.95,199.90,120.51,
614,2016,0.28,298.78,200.46,120.85,
615,1975,.,100.00,70.65,43.67,
615,1976,6.08,106.08,74.94,46.32,
615,1977,8.79,115.40,81.53,50.39,
615,1978,20.66,139.24,98.37,60.80,
615,1979,-8.40,127.54,90.11,55.69,
615,1980,5.83,134.98,95.36,58.94,
615,1981,-0.90,133.76,94.50,58.41,
615,1982,-1.51,131.74,93.07,57.53,
615,1983,-3.68,126.89,89.65,55.41,
615,1984,-15.28,107.51,75.95,46.94,
615,1985,4.99,112.87,79.74,49.29,
615,1986,-0.48,112.33,79.36,49.05,
615,1987,4.03,116.86,82.56,51.03,
615,1988,5.83,123.67,87.37,54.00,
615,1989,8.56,134.26,94.85,58.63,
615,1990,5.43,141.55,100.00,61.81,
615,1991,5.15,148.84,105.15,64.99,
615,1992,2.45,152.49,107.73,66.58,
615,1993,4.56,159.44,112.64,69.62,
615,1994,6.85,170.36,120.35,74.39,
615,1995,8.46,184.77,130.54,80.68,
615,1996,6.12,196.09,138.53,85.62,
615,1997,4.52,204.95,144.79,89.49,
615,1998,4.20,213.55,150.87,93.25,
615,1999,3.29,220.58,155.84,96.32,
615,2000,3.82,229.01,161.79,100.00,
615,2001,4.22,238.68,168.62,104.22,
615,2002,2.70,245.13,173.18,107.04,
615,2003,1.04,247.68,174.98,108.15,
615,2004,3.95,257.47,181.90,112.43,
615,2005,5.23,270.93,191.41,118.30,
615,2006,4.07,281.96,199.20,123.12,
615,2007,2.20,288.18,203.59,125.84,
615,2008,0.81,290.53,205.25,126.86,
615,2009,-0.69,288.53,203.84,125.99,
615,2010,-0.96,285.77,201.89,124.78,
615,2011,-1.79,280.66,198.28,122.55,
615,2012,0.10,280.95,198.48,122.68,
615,2013,1.49,285.13,201.44,124.51,
615,2014,1.90,290.54,205.26,126.87,
615,2015,0.97,293.35,207.25,128.09,
615,2016,0.78,295.63,208.85,129.09,
616,1975,.,100.00,60.31,39.20,
616,1976,17.58,117.58,70.91,46.09,
616,1977,13.59,133.56,80.55,52.35,
616,1978,17.42,156.82,94.58,61.47,
616,1979,-1.24,154.88,93.41,60.71,
616,1980,3.33,160.03,96.52,62.73,
616,1981,0.86,161.40,97.35,63.27,
616,1982,-5.86,151.94,91.64,59.56,
616,1983,-2.59,148.01,89.27,58.02,
616,1984,-7.07,137.54,82.96,53.92,
616,1985,-6.49,128.62,77.58,50.42,
616,1986,2.97,132.44,79.88,51.92,
616,1987,1.29,134.15,80.91,52.59,
616,1988,7.13,143.71,86.68,56.34,
616,1989,7.58,154.60,93.25,60.60,
616,1990,7.24,165.80,100.00,64.99,
616,1991,4.47,173.20,104.47,67.89,
616,1992,2.45,177.45,107.03,69.56,
616,1993,4.61,185.63,111.96,72.76,
616,1994,5.68,196.17,118.32,76.90,
616,1995,7.48,210.84,127.17,82.65,
616,1996,4.49,220.32,132.88,86.36,
616,1997,4.18,229.52,138.43,89.97,
616,1998,3.80,238.23,143.69,93.39,
616,1999,2.99,245.36,147.99,96.18,
616,2000,3.97,255.10,153.86,100.00,
616,2001,3.71,264.56,159.57,103.71,
616,2002,2.61,271.46,163.73,106.41,
616,2003,1.09,274.40,165.50,107.57,
616,2004,3.16,283.06,170.73,110.96,
616,2005,3.76,293.71,177.15,115.13,
616,2006,4.15,305.88,184.49,119.91,
616,2007,1.79,311.37,187.80,122.05,
616,2008,-0.54,309.68,186.78,121.39,
616,2009,-0.20,309.06,186.41,121.15,
616,2010,-1.76,303.62,183.13,119.02,
616,2011,-3.01,294.48,177.61,115.44,
616,2012,-0.70,292.42,176.37,114.63,
616,2013,-0.35,291.38,175.74,114.22,
616,2014,0.18,291.89,176.05,114.42,
616,2015,0.95,294.66,177.72,115.51,
616,2016,0.80,297.01,179.14,116.43,
617,1975,.,100.00,59.40,39.77,
617,1976,-15.40,84.60,50.25,33.65,
617,1977,19.94,101.47,60.27,40.35,
617,1978,24.72,126.56,75.17,50.33,
617,1979,7.97,136.64,81.16,54.34,
617,1980,-0.25,136.30,80.96,54.21,
617,1981,2.33,139.48,82.84,55.47,
617,1982,-4.24,133.56,79.33,53.12,
617,1983,-0.70,132.63,78.78,52.75,
617,1984,4.58,138.70,82.38,55.16,
617,1985,1.65,140.99,83.74,56.07,
617,1986,5.78,149.14,88.58,59.31,
617,1987,4.84,156.36,92.87,62.19,
617,1988,2.30,159.95,95.00,63.61,
617,1989,2.92,164.62,97.78,65.47,
617,1990,2.27,168.36,100.00,66.96,
